Date,Open,High,Low,Close,Volume
2018-06-29,7055.25,7123.75,7045.0,7066.75,396079
2018-07-02,7068.25,7119.75,6987.5,7116.5,379570
2018-07-03,7113.75,7165.0,7022.25,7023.75,300232
2018-07-05,7023.0,7128.0,7015.0,7125.75,378283
2018-07-06,7118.75,7237.75,7101.25,7233.5,320304
2018-07-09,7232.5,7303.5,7232.25,7300.25,269931
2018-07-10,7300.75,7335.5,7259.5,7301.5,286748
2018-07-11,7263.5,7290.0,7204.5,7253.75,373366
2018-07-12,7259.75,7387.0,7249.5,7382.75,304341
2018-07-13,7382.0,7414.25,7367.0,7393.0,279818
2018-07-16,7399.5,7413.75,7316.0,7325.0,246001
2018-07-17,7320.0,7436.0,7292.5,7421.75,343273
2018-07-18,7424.25,7437.75,7381.5,7404.5,267804
2018-07-19,7400.0,7416.0,7354.75,7367.75,321505
2018-07-20,7380.25,7413.75,7350.75,7360.0,302839
2018-07-23,7368.0,7432.75,7311.5,7430.5,287213
2018-07-24,7420.25,7489.75,7386.75,7416.25,406774
2018-07-25,7410.5,7530.0,7397.0,7469.5,351372
2018-07-26,7412.25,7450.0,7362.0,7430.75,392494
2018-07-27,7429.5,7467.0,7263.5,7301.25,534684
2018-07-30,7293.0,7309.25,7166.75,7200.5,497537
2018-07-31,7210.0,7298.0,7189.25,7244.75,430194
2018-08-01,7293.0,7303.75,7241.0,7277.0,370601
2018-08-02,7284.25,7395.25,7214.25,7385.75,441069
2018-08-03,7392.0,7415.0,7362.25,7402.0,298355
2018-08-06,7404.25,7449.75,7387.5,7444.0,250166
2018-08-07,7442.5,7486.75,7440.25,7477.25,260630
2018-08-08,7478.25,7496.0,7442.5,7471.5,250480
2018-08-09,7463.5,7505.5,7458.75,7475.5,236834
2018-08-10,7472.25,7472.75,7390.75,7427.0,389778
2018-08-13,7425.5,7479.0,7378.25,7417.0,377939
2018-08-14,7420.5,7465.0,7397.0,7457.75,305390
2018-08-15,7460.5,7464.75,7316.5,7374.0,521164
2018-08-16,7380.0,7434.5,7363.25,7389.0,348395
2018-08-17,7382.5,7407.0,7321.75,7387.75,366862
2018-08-20,7390.5,7420.75,7351.5,7387.0,286070
2018-08-21,7381.25,7452.25,7369.0,7397.5,320662
2018-08-22,7374.25,7444.75,7352.0,7433.25,309493
2018-08-23,7433.5,7475.0,7411.25,7424.5,356371
2018-08-24,7427.0,7499.5,7422.75,7495.75,278682
2018-08-27,7499.0,7569.0,7498.75,7568.0,280533
2018-08-28,7568.25,7597.25,7564.25,7578.0,273330
2018-08-29,7581.0,7674.5,7581.0,7668.75,311623
2018-08-30,7672.75,7697.0,7626.25,7649.0,390929
2018-08-31,7641.75,7682.25,7633.25,7661.25,346901
2018-09-04,7670.0,7693.75,7586.75,7638.75,470667
2018-09-05,7642.25,7643.25,7503.25,7531.75,522313
2018-09-06,7530.0,7544.5,7407.75,7457.5,650890
2018-09-07,7454.75,7494.75,7393.0,7438.5,606515
2018-09-10,7433.0,7483.5,7414.0,7460.25,418797
2018-09-11,7460.5,7524.75,7404.5,7512.0,467702
2018-09-12,7515.25,7541.0,7425.0,7485.75,586137
2018-09-13,7483.25,7583.25,7470.0,7564.5,459821
2018-09-14,7563.5,7598.75,7515.25,7544.75,237770
2018-09-17,7534.0,7547.25,7429.5,7436.25,197770
2018-09-18,7434.25,7535.25,7393.5,7495.25,171310
2018-09-19,7499.25,7517.25,7442.5,7497.5,95710
2018-09-20,7500.5,7587.5,7485.25,7579.75,74390
2018-09-21,7581.5,7619.25,7571.0,7589.0,371830
2018-09-24,7539.75,7594.0,7473.75,7586.0,390762
2018-09-25,7591.0,7603.25,7550.5,7595.25,318332
2018-09-26,7598.0,7668.0,7577.5,7590.25,405833
2018-09-27,7590.25,7686.25,7586.0,7657.25,377694
2018-09-28,7663.5,7677.0,7617.0,7655.25,381496
2018-10-01,7672.0,7728.75,7652.0,7675.5,358159
2018-10-02,7675.0,7712.75,7630.25,7652.75,392577
2018-10-03,7656.25,7703.75,7641.5,7664.75,394538
2018-10-04,7651.0,7651.0,7456.5,7514.25,704908
2018-10-05,7521.0,7540.0,7347.0,7436.0,735015
2018-10-08,7443.25,7453.25,7286.5,7391.75,615687
2018-10-09,7391.0,7455.75,7337.0,7399.0,583403
2018-10-10,7394.75,7412.0,7000.0,7032.0,924204
2018-10-11,7010.25,7138.0,6907.75,7031.0,1146270
2018-10-12,7040.75,7197.75,7034.25,7172.25,772623
2018-10-15,7176.75,7179.0,7060.75,7076.5,641765
2018-10-16,7068.25,7357.5,7063.5,7353.75,614355
2018-10-17,7339.75,7368.5,7221.5,7313.25,663303
2018-10-18,7307.75,7309.5,7094.5,7137.75,705908
2018-10-19,7154.0,7244.25,7092.75,7106.5,661050
2018-10-22,7085.75,7210.5,7057.0,7155.25,650331
2018-10-23,7155.0,7164.0,6944.0,7140.25,825811
2018-10-24,7136.25,7175.0,6785.75,6836.25,895420
2018-10-25,6878.5,7075.75,6816.75,6926.5,793502
2018-10-26,6882.0,6986.5,6734.25,6893.25,1069548
2018-10-29,6898.0,6991.5,6580.5,6736.25,905327
2018-10-30,6719.25,6849.25,6661.0,6815.25,832546
2018-10-31,6857.0,7039.25,6816.75,6975.5,755201
2018-11-01,6960.0,7079.75,6936.75,7077.75,589071
2018-11-02,6987.25,7143.25,6911.25,6980.25,793339
2018-11-05,6972.75,6998.5,6865.0,6949.5,506045
2018-11-06,6947.25,7034.75,6906.75,7016.5,514296
2018-11-07,7011.5,7225.0,6971.5,7218.5,621601
2018-11-08,7212.75,7231.0,7132.0,7166.0,477828
2018-11-09,7145.75,7166.25,6989.0,7031.25,596695
2018-11-12,7026.25,7103.75,6825.75,6835.0,702949
2018-11-13,6847.0,6962.0,6801.25,6853.0,711516
2018-11-14,6861.75,6929.5,6746.0,6768.25,731312
2018-11-15,6780.0,6920.5,6712.25,6915.5,793461
2018-11-16,6874.5,6915.0,6806.25,6895.25,691502
2018-11-19,6875.0,6934.5,6632.25,6672.0,743936
2018-11-20,6668.5,6670.0,6449.5,6532.5,910469
2018-11-21,6527.75,6647.75,6509.0,6576.25,569302
2018-11-23,6525.0,6601.5,6495.0,6531.0,362540
2018-11-26,6537.5,6696.5,6530.5,6673.25,503369
2018-11-27,6639.5,6723.0,6613.25,6712.5,577173
2018-11-28,6722.25,6923.5,6709.25,6918.25,639404
2018-11-29,6907.0,6943.75,6843.0,6913.25,530605
2018-11-30,6902.25,6967.25,6871.5,6949.5,485575
2018-12-03,7041.0,7139.0,7015.25,7058.25,575964
2018-12-04,7055.25,7055.25,6783.0,6803.25,811925
2018-12-06,6834.5,6854.25,6630.25,6824.5,986103
2018-12-07,6835.5,6856.5,6594.75,6623.5,854199
2018-12-10,6596.25,6714.5,6535.25,6699.25,778327
2018-12-11,6695.0,6808.75,6651.25,6717.0,734366
2018-12-12,6686.5,6872.0,6683.5,6769.0,663375
2018-12-13,6769.0,6838.5,6723.0,6752.0,626806
2018-12-14,6752.0,6760.75,6583.25,6599.5,351779
2018-12-17,6580.0,6635.25,6401.25,6466.25,323403
2018-12-18,6471.25,6555.75,6435.75,6462.75,229055
2018-12-19,6441.75,6594.0,6282.25,6334.75,174403
2018-12-20,6331.75,6385.25,6161.75,6308.5,95448
2018-12-21,6307.5,6317.75,6242.0,6257.25,862689
2018-12-24,6049.75,6123.0,5888.75,5892.0,449594
2018-12-26,5902.0,6310.0,5820.5,6285.5,642440
2018-12-27,6283.0,6333.0,6053.25,6323.5,740129
2018-12-28,6309.0,6402.5,6243.75,6293.25,644735
2018-12-31,6312.25,6376.75,6283.0,6333.25,386061
2019-01-02,6349.5,6409.25,6154.0,6371.0,659316
2019-01-03,6242.75,6304.25,6148.5,6162.0,714536
2019-01-04,6168.75,6462.0,6136.5,6434.0,696539
2019-01-07,6451.25,6535.75,6402.5,6496.5,516597
2019-01-08,6506.0,6586.25,6467.25,6557.25,539049
2019-01-09,6546.75,6645.0,6546.75,6604.75,496789
2019-01-10,6597.25,6641.75,6527.5,6625.25,496364
2019-01-11,6622.5,6632.5,6572.0,6612.75,364787
2019-01-14,6599.0,6602.5,6521.5,6545.0,364990
2019-01-15,6543.0,6689.0,6542.25,6676.75,492324
2019-01-16,6674.5,6737.25,6664.0,6666.25,443742
2019-01-17,6670.0,6760.0,6612.25,6720.0,472761
2019-01-18,6722.75,6828.25,6712.0,6792.75,499881
2019-01-22,6794.5,6794.5,6611.5,6653.0,651258
2019-01-23,6652.0,6724.25,6592.25,6665.25,515044
2019-01-24,6663.0,6718.5,6653.0,6675.0,449017
2019-01-25,6684.5,6810.5,6676.75,6791.25,446822
2019-01-28,6784.25,6791.0,6648.25,6701.75,490045
2019-01-29,6695.25,6721.0,6616.75,6638.75,441622
2019-01-30,6690.25,6845.25,6657.75,6837.25,526133
2019-01-31,6844.25,6943.0,6839.25,6914.75,557023
2019-02-01,6911.0,6927.5,6860.5,6877.75,461403
2019-02-04,6863.75,6983.0,6858.25,6937.5,353660
2019-02-05,6937.5,7033.75,6928.25,7008.0,369764
2019-02-06,7009.25,7038.75,6972.25,6995.75,376560
2019-02-07,6988.0,6994.75,6856.25,6905.5,595400
2019-02-08,6902.0,6926.25,6841.0,6916.75,464342
2019-02-11,6921.75,6969.5,6896.25,6914.25,384589
2019-02-12,6908.5,7028.5,6903.0,7018.5,363950
2019-02-13,7017.25,7069.75,7012.0,7016.25,359971
2019-02-14,7017.25,7057.5,6972.0,7019.75,490159
2019-02-15,7017.5,7095.25,6975.25,7063.75,430944
2019-02-19,7063.75,7094.75,7035.25,7068.25,386613
2019-02-20,7068.75,7105.0,7032.25,7073.25,418267
2019-02-21,7070.75,7113.75,7005.0,7034.5,432866
2019-02-22,7031.25,7101.25,7019.25,7088.25,367501
2019-02-25,7108.5,7168.5,7102.0,7125.75,346624
2019-02-26,7122.0,7151.0,7073.25,7117.75,362741
2019-02-27,7109.25,7131.75,7048.0,7121.75,367938
2019-02-28,7121.25,7130.75,7072.5,7102.5,360883
2019-03-01,7106.5,7164.5,7098.25,7156.0,383198
2019-03-04,7177.0,7211.5,7074.5,7145.75,556660
2019-03-05,7144.5,7182.0,7124.25,7165.5,364928
2019-03-06,7156.0,7171.25,7107.0,7111.25,444302
2019-03-07,7109.0,7123.25,7003.25,7027.5,556540
2019-03-08,7025.5,7034.0,6939.0,7026.75,312130
2019-03-11,7022.25,7176.75,6997.5,7164.75,203726
2019-03-12,7176.0,7223.0,7163.25,7206.5,167990
2019-03-13,7209.25,7295.5,7183.75,7267.75,127111
2019-03-14,7273.25,7293.5,7237.75,7239.75,82276
2019-03-15,7245.75,7288.0,7243.0,7270.35009765625,412124
2019-03-18,7338.0,7379.5,7321.75,7360.75,366874
2019-03-19,7362.25,7421.25,7351.25,7376.5,427134
2019-03-20,7378.0,7458.0,7349.5,7409.5,550615
2019-03-21,7400.5,7541.0,7367.75,7534.5,523249
2019-03-22,7526.75,7544.75,7353.0,7368.75,694561
2019-03-25,7372.25,7390.5,7290.0,7355.25,596897
2019-03-26,7363.0,7447.5,7340.5,7376.75,557412
2019-03-27,7383.5,7404.75,7276.0,7334.5,592979
2019-03-28,7323.5,7372.5,7289.5,7352.0,446378
2019-03-29,7350.25,7414.5,7350.25,7400.5,395579
2019-04-01,7430.0,7506.5,7428.5,7498.5,412914
2019-04-02,7495.25,7532.5,7483.75,7519.25,359192
2019-04-03,7517.0,7616.25,7513.25,7582.25,483546
2019-04-04,7581.25,7598.0,7522.0,7561.5,432440
2019-04-05,7565.0,7612.75,7556.0,7604.25,358710
2019-04-08,7607.75,7629.25,7561.25,7623.5,333328
2019-04-09,7625.75,7633.75,7578.75,7593.25,389517
2019-04-10,7590.5,7646.0,7575.75,7641.25,332696
2019-04-11,7644.0,7661.0,7601.5,7617.25,340950
2019-04-12,7617.0,7665.0,7611.0,7652.25,346210
2019-04-15,7654.0,7659.0,7598.75,7647.75,322483
2019-04-16,7650.75,7695.0,7648.75,7679.5,373199
2019-04-17,7676.5,7733.5,7668.5,7689.75,463944
2019-04-18,7691.5,7723.0,7660.25,7712.5,393586
2019-04-22,7715.25,7746.75,7669.75,7734.75,253668
2019-04-23,7738.0,7843.75,7724.5,7838.0,427149
2019-04-24,7833.5,7852.75,7802.25,7847.75,387633
2019-04-25,7855.25,7879.5,7792.0,7798.5,488329
2019-04-26,7799.25,7845.5,7755.5,7840.25,467051
2019-04-29,7837.25,7867.75,7805.5,7813.75,320324
2019-04-30,7805.25,7857.0,7740.0,7800.0,463833
2019-05-01,7848.75,7867.25,7736.0,7756.5,484406
2019-05-02,7737.75,7805.0,7682.25,7734.25,592822
2019-05-03,7739.0,7872.5,7734.75,7865.0,454088
2019-05-06,7810.0,7817.5,7667.5,7803.5,630196
2019-05-07,7744.75,7804.0,7581.25,7674.0,838952
2019-05-08,7663.75,7698.0,7600.0,7647.5,621509
2019-05-09,7639.75,7644.5,7481.0,7595.25,741216
2019-05-10,7591.0,7654.5,7435.75,7610.25,802652
2019-05-13,7534.25,7551.5,7305.0,7314.75,773473
2019-05-14,7315.25,7459.5,7290.0,7421.0,547769
2019-05-15,7429.25,7538.5,7353.75,7529.25,535915
2019-05-16,7524.25,7641.0,7473.5,7600.25,525588
2019-05-17,7600.75,7620.0,7506.5,7511.5,626777
2019-05-20,7514.75,7559.25,7361.5,7391.75,634294
2019-05-21,7408.25,7485.25,7400.75,7464.0,436744
2019-05-22,7462.75,7475.0,7391.25,7430.0,455678
2019-05-23,7430.75,7434.75,7268.0,7311.0,640165
2019-05-24,7316.75,7379.75,7300.5,7315.5,407810
2019-05-28,7315.5,7371.75,7280.25,7295.25,528983
2019-05-29,7291.5,7296.0,7183.25,7216.0,568052
2019-05-30,7214.75,7271.25,7208.5,7255.25,403475
2019-05-31,7251.75,7256.0,7129.25,7133.5,540433
2019-06-03,7110.0,7132.5,6941.25,6993.75,771723
2019-06-04,7008.75,7186.5,6981.75,7179.25,565396
2019-06-05,7189.0,7245.25,7150.25,7228.5,534798
2019-06-06,7213.75,7299.25,7181.0,7282.25,433916
2019-06-07,7266.5,7453.0,7257.75,7419.5,484835
2019-06-10,7469.0,7578.5,7431.25,7515.5,463884
2019-06-11,7519.5,7600.75,7492.75,7518.25,461725
2019-06-12,7517.75,7531.0,7461.0,7473.25,388858
2019-06-13,7476.0,7536.0,7421.0,7522.75,396174
2019-06-14,7503.25,7520.75,7451.5,7478.25,254822
2019-06-17,7481.0,7550.75,7476.0,7534.25,184038
2019-06-18,7542.25,7693.5,7514.75,7645.25,209971
2019-06-19,7641.0,7685.75,7601.75,7674.25,112587
2019-06-20,7668.0,7793.0,7660.0,7745.25,101514
2019-06-21,7737.0,7743.25,7701.5,7723.60986328125,379078
2019-06-24,7744.5,7794.25,7731.75,7758.75,260978
2019-06-25,7753.0,7779.5,7609.5,7628.75,424811
2019-06-26,7633.0,7719.0,7616.25,7650.0,376979
2019-06-27,7641.0,7716.5,7640.75,7690.5,300152
2019-06-28,7685.25,7726.0,7664.0,7693.75,310126
2019-07-01,7781.5,7849.75,7759.0,7790.0,406594
2019-07-02,7792.5,7843.25,7763.0,7838.25,297574
2019-07-03,7840.25,7892.75,7824.5,7887.5,209604
2019-07-05,7887.75,7909.75,7797.25,7851.5,375287
2019-07-08,7855.0,7863.5,7777.5,7801.0,342228
2019-07-09,7802.25,7858.75,7743.0,7845.25,346314
2019-07-10,7848.0,7949.5,7811.25,7928.75,442842
2019-07-11,7924.25,7963.25,7894.25,7918.75,407894
2019-07-12,7917.25,7967.5,7911.75,7960.0,299817
2019-07-15,7958.25,7992.0,7941.25,7986.75,247176
2019-07-16,7982.75,8001.5,7924.0,7942.75,303702
2019-07-17,7939.75,7966.25,7868.0,7885.5,303890
2019-07-18,7868.0,7954.75,7833.0,7933.5,413722
2019-07-19,7950.5,7980.75,7815.25,7842.75,438469
2019-07-22,7830.0,7936.5,7826.25,7924.75,355209
2019-07-23,7926.5,7985.75,7908.0,7983.75,357765
2019-07-24,7944.0,8051.75,7925.25,8038.0,356159
2019-07-25,8004.5,8034.5,7917.25,7981.75,433945
2019-07-26,7992.0,8040.75,7987.5,8019.75,322305
2019-07-29,8017.5,8031.75,7951.75,8001.25,301214
2019-07-30,8004.25,8020.0,7928.25,7963.25,394698
2019-07-31,7992.5,8001.25,7782.25,7866.75,556437
2019-08-01,7834.0,8014.5,7776.75,7808.25,772956
2019-08-02,7797.0,7806.0,7650.25,7702.25,736453
2019-08-05,7701.75,7705.5,7359.75,7385.25,848399
2019-08-06,7349.0,7549.0,7224.5,7515.5,845239
2019-08-07,7512.75,7577.5,7387.5,7553.25,851275
2019-08-08,7553.5,7738.5,7526.0,7735.75,553666
2019-08-09,7699.5,7724.0,7596.75,7660.25,619044
2019-08-12,7654.5,7710.0,7534.75,7566.75,552715
2019-08-13,7570.25,7789.5,7514.0,7748.0,674983
2019-08-14,7746.5,7767.5,7477.0,7488.75,825231
2019-08-15,7469.0,7572.75,7388.25,7496.25,705042
2019-08-16,7509.25,7632.5,7502.5,7611.75,449473
2019-08-19,7617.25,7750.0,7616.0,7727.5,401476
2019-08-20,7717.25,7752.0,7655.5,7668.0,414176
2019-08-21,7655.0,7765.75,7652.25,7750.25,344352
2019-08-22,7756.0,7782.25,7654.0,7711.25,487622
2019-08-23,7705.75,7762.0,7447.75,7504.5,763864
2019-08-26,7435.0,7626.0,7353.25,7590.5,617907
2019-08-27,7591.5,7648.5,7537.0,7562.75,520966
2019-08-28,7564.0,7605.75,7504.25,7599.25,480975
2019-08-29,7582.25,7730.25,7548.5,7712.0,447668
2019-08-30,7704.25,7770.5,7646.0,7690.75,450746
2019-09-03,7628.25,7695.5,7580.75,7617.5,643037
2019-09-04,7614.25,7730.0,7608.5,7722.75,399672
2019-09-05,7722.0,7886.75,7717.25,7855.5,478413
2019-09-06,7853.5,7895.0,7838.25,7857.75,356484
2019-09-09,7857.0,7887.0,7798.5,7830.75,372953
2019-09-10,7834.0,7857.75,7744.25,7815.0,446533
2019-09-11,7818.5,7905.0,7786.5,7889.75,383871
2019-09-12,7893.25,7982.75,7886.75,7921.5,448979
2019-09-13,7916.25,7958.5,7881.75,7886.0,243852
2019-09-16,7856.75,7873.25,7776.25,7856.5,199321
2019-09-17,7864.0,7897.5,7828.0,7890.25,147539
2019-09-18,7890.75,7906.75,7790.0,7894.25,122281
2019-09-19,7898.75,7951.0,7830.5,7896.25,69135
2019-09-20,7899.5,7932.75,7890.75,7899.47998046875,425158
2019-09-23,7839.25,7897.5,7807.75,7850.5,348180
2019-09-24,7869.0,7904.75,7701.75,7735.25,609261
2019-09-25,7738.25,7844.25,7663.0,7820.25,540081
2019-09-26,7822.5,7842.75,7734.75,7787.25,489320
2019-09-27,7787.0,7822.0,7641.0,7701.25,598171
2019-09-30,7735.5,7788.75,7705.75,7770.5,337872
2019-10-01,7784.0,7841.5,7691.0,7695.5,478759
2019-10-02,7711.0,7730.5,7525.5,7546.25,586568
2019-10-03,7551.5,7661.5,7474.25,7658.5,582820
2019-10-04,7656.75,7773.75,7624.0,7767.25,420539
2019-10-07,7712.5,7799.75,7682.5,7740.0,381262
2019-10-08,7736.0,7784.5,7613.5,7622.0,552145
2019-10-09,7621.0,7732.0,7604.5,7699.75,404170
2019-10-10,7702.25,7798.75,7583.25,7760.25,535042
2019-10-11,7783.25,7918.5,7767.0,7859.0,490521
2019-10-14,7850.25,7894.75,7807.0,7857.5,311101
2019-10-15,7862.25,7971.75,7859.75,7959.75,347657
2019-10-16,7960.0,7960.25,7907.5,7948.5,347550
2019-10-17,7954.25,7994.75,7922.0,7952.75,368623
2019-10-18,7953.75,7958.5,7835.75,7880.75,437753
2019-10-21,7874.25,7951.75,7865.75,7948.25,275031
2019-10-22,7949.25,7988.75,7837.25,7858.75,377545
2019-10-23,7846.25,7918.25,7810.25,7901.5,348671
2019-10-24,7922.75,7984.0,7913.25,7928.25,380967
2019-10-25,7928.5,8041.5,7918.5,8035.75,348318
2019-10-28,8048.0,8127.5,8048.0,8094.75,309114
2019-10-29,8109.25,8118.75,8050.75,8055.25,351246
2019-10-30,8057.25,8141.0,8020.5,8111.25,381307
2019-10-31,8128.5,8139.0,8046.0,8090.25,448458
2019-11-01,8094.25,8168.0,8084.5,8160.25,348326
2019-11-04,8165.0,8233.75,8164.0,8215.75,325479
2019-11-05,8221.5,8248.0,8193.25,8210.75,305795
2019-11-06,8208.0,8228.25,8161.0,8207.25,314414
2019-11-07,8213.75,8282.25,8190.0,8230.5,366403
2019-11-08,8230.0,8264.25,8190.0,8257.25,326871
2019-11-11,8257.25,8261.75,8206.5,8249.75,229844
2019-11-12,8253.25,8300.25,8228.5,8275.0,316729
2019-11-13,8273.0,8281.5,8220.0,8265.75,382042
2019-11-14,8269.0,8285.5,8216.25,8265.5,381593
2019-11-15,8267.5,8324.0,8261.25,8318.75,367145
2019-11-18,8318.75,8367.0,8279.25,8333.5,370609
2019-11-19,8335.0,8379.0,8312.5,8341.5,373942
2019-11-20,8333.0,8348.0,8231.0,8291.75,526978
2019-11-21,8261.5,8308.0,8240.0,8274.5,411833
2019-11-22,8280.25,8313.5,8233.25,8280.5,344497
2019-11-25,8303.25,8379.25,8296.5,8376.5,259485
2019-11-26,8374.25,8422.0,8366.25,8400.75,285726
2019-11-27,8402.75,8458.75,8397.0,8454.75,240866
2019-11-29,8456.75,8458.25,8406.5,8417.5,242603
2019-12-02,8424.5,8457.25,8276.5,8316.0,559474
2019-12-03,8313.75,8337.5,8168.25,8251.25,614317
2019-12-04,8258.75,8319.25,8220.5,8295.25,413647
2019-12-05,8296.25,8340.0,8273.25,8309.25,370987
2019-12-06,8311.0,8409.5,8307.75,8400.25,302782
2019-12-09,8401.5,8427.25,8347.0,8356.0,292419
2019-12-10,8354.5,8398.0,8297.0,8363.75,403364
2019-12-11,8366.25,8411.0,8345.0,8405.5,304183
2019-12-12,8407.5,8497.0,8381.0,8465.25,554338
2019-12-13,8485.0,8523.75,8435.5,8494.0,335038
2019-12-16,8507.0,8587.75,8503.25,8576.0,192050
2019-12-17,8576.0,8596.75,8563.25,8576.25,145053
2019-12-18,8569.75,8612.0,8567.75,8590.25,98301
2019-12-19,8598.0,8655.5,8580.25,8642.5,65776
2019-12-20,8651.0,8707.4599609375,8638.25,8707.4599609375,307870
2019-12-23,8710.75,8743.25,8707.5,8726.5,194915
2019-12-24,8728.25,8736.0,8707.0,8729.5,106029
2019-12-26,8730.25,8805.0,8729.0,8804.25,170684
2019-12-27,8801.0,8843.5,8769.0,8783.25,322888
2019-12-30,8783.5,8809.75,8691.25,8733.75,404047
2019-12-31,8731.75,8772.25,8692.25,8752.25,284519
2020-01-02,8776.75,8901.5,8769.5,8891.75,416637
2020-01-03,8895.5,8907.25,8735.25,8810.0,599887
2020-01-06,8772.25,8873.0,8723.0,8847.5,469514
2020-01-07,8853.25,8894.75,8825.75,8853.0,510004
2020-01-08,8841.5,8972.25,8678.0,8944.5,723085
2020-01-09,8948.75,9022.25,8932.5,9009.0,457262
2020-01-10,9010.0,9055.5,8966.25,8978.25,472166
2020-01-13,8979.0,9095.5,8979.0,9088.25,380440
2020-01-14,9087.75,9114.75,9035.0,9062.5,553343
2020-01-15,9062.0,9096.0,9023.0,9060.0,497100
2020-01-16,9061.75,9140.25,9061.5,9133.5,397881
2020-01-17,9137.0,9189.25,9130.0,9174.5,438669
2020-01-21,9174.0,9199.75,9114.75,9169.75,532160
2020-01-22,9179.5,9254.0,9174.25,9195.75,519015
2020-01-23,9190.0,9253.5,9151.75,9248.25,616950
2020-01-24,9252.0,9287.25,9109.5,9144.5,758796
2020-01-27,9077.0,9077.0,8925.5,8954.5,792705
2020-01-28,8952.5,9136.25,8952.5,9105.25,632550
2020-01-29,9119.5,9158.75,9072.25,9098.5,578408
2020-01-30,9111.25,9240.0,9003.5,9216.25,846585
2020-01-31,9226.5,9248.75,8966.0,8997.75,898384
2020-02-03,8982.75,9155.75,8975.0,9114.25,680726
2020-02-04,9099.0,9369.25,9073.0,9355.0,563913
2020-02-05,9357.0,9462.75,9317.75,9381.5,729548
2020-02-06,9390.0,9464.0,9362.5,9455.5,545054
2020-02-07,9467.0,9471.0,9385.0,9409.5,592695
2020-02-10,9401.5,9531.5,9330.75,9527.5,500147
2020-02-11,9525.0,9609.5,9501.25,9527.25,589570
2020-02-12,9536.25,9628.25,9523.75,9625.75,454472
2020-02-13,9621.5,9644.75,9511.25,9613.0,613580
2020-02-14,9626.25,9659.25,9588.0,9632.25,489387
2020-02-18,9635.0,9687.5,9534.25,9636.0,668505
2020-02-19,9643.25,9748.75,9641.25,9733.5,419130
2020-02-20,9744.75,9763.0,9517.0,9624.25,802424
2020-02-21,9617.25,9623.75,9411.5,9458.0,911839
2020-02-24,9355.25,9365.0,9041.25,9091.0,1171879
2020-02-25,9091.0,9224.25,8810.0,8854.25,1344897
2020-02-26,8868.25,9037.5,8709.5,8850.25,1251412
2020-02-27,8811.5,8878.5,8334.25,8382.75,1580041
2020-02-28,8347.0,8574.75,8126.25,8454.0,1527204
2020-03-02,8349.25,8883.25,8224.25,8791.25,1373357
2020-03-03,8830.5,9002.5,8511.0,8582.5,1295648
2020-03-04,8557.5,8950.0,8508.25,8896.5,939032
2020-03-05,8889.0,8899.75,8610.75,8648.75,954104
2020-03-06,8677.0,8726.5,8310.5,8503.25,1097279
2020-03-09,8369.0,8375.0,7820.0,7951.5,560913
2020-03-10,7893.75,8378.75,7814.25,8331.5,982070
2020-03-11,8317.0,8334.25,7892.75,8003.5,990236
2020-03-12,7998.75,8108.0,7128.5,7215.25,876291
2020-03-13,7100.0,7978.0,6942.5,7915.75,584274
2020-03-16,7903.0,7905.25,6927.0,7057.5,307368
2020-03-17,7053.0,7552.25,6948.75,7405.25,317501
2020-03-18,7386.0,7392.25,6830.0,7225.25,156283
2020-03-19,7251.75,7521.5,6894.25,7293.5,115519
2020-03-20,7195.0,7649.0,7153.5,7417.97998046875,562616
2020-03-23,6798.0,7316.25,6628.75,6984.5,633237
2020-03-24,7005.75,7572.25,7005.75,7554.75,556553
2020-03-25,7544.75,7761.0,7371.5,7467.75,656698
2020-03-26,7483.5,7893.5,7310.25,7844.0,567711
2020-03-27,7882.75,7893.25,7551.25,7568.5,443315
2020-03-30,7395.75,7884.0,7365.0,7854.75,419576
2020-03-31,7856.75,7995.0,7747.5,7786.25,424386
2020-04-01,7772.5,7773.5,7404.25,7438.75,411364
2020-04-02,7473.5,7656.25,7376.0,7627.25,436829
2020-04-03,7623.0,7660.25,7423.5,7522.75,351874
2020-04-06,7535.75,8099.0,7535.5,8029.75,396874
2020-04-07,8034.25,8303.25,7948.0,8012.0,531043
2020-04-08,8015.0,8242.0,7953.25,8189.75,424380
2020-04-09,8195.25,8326.25,8101.75,8227.5,522648
2020-04-13,8296.0,8338.75,8073.25,8327.25,385072
2020-04-14,8337.0,8710.0,8319.0,8692.5,431916
2020-04-15,8706.25,8707.5,8486.5,8594.0,407752
2020-04-16,8576.0,8842.5,8500.5,8734.25,539163
2020-04-17,8909.75,8966.75,8689.5,8809.0,509555
2020-04-20,8799.5,8846.0,8687.0,8692.0,427981
2020-04-21,8695.0,8763.0,8342.0,8431.75,582449
2020-04-22,8447.0,8700.0,8400.0,8638.0,373067
2020-04-23,8636.25,8786.5,8580.5,8598.75,435112
2020-04-24,8588.25,8780.25,8498.25,8769.0,380231
2020-04-27,8766.0,8898.0,8730.0,8824.25,355545
2020-04-28,8819.0,8945.75,8654.5,8719.75,440939
2020-04-29,8759.25,9118.75,8733.75,9036.5,432414
2020-04-30,9109.5,9144.75,8856.5,8988.5,462961
2020-05-01,8847.0,8879.0,8672.0,8718.0,414560
2020-05-04,8624.0,8828.0,8556.25,8795.5,381914
2020-05-05,8806.25,9020.0,8798.5,8924.25,367233
